"","caption","photo_id","business_id","label"
"16788","","wm7i23qd7SREUVM93v1gVw","pybIuTluqRhH_BQ3CJHlLw","drink"
"89276","Masaman curry, pad thai, khao soi","uP5KJSLQSNhpXRoWVvqEvA","r_BrIgzYcwo1NAuG9dLbpg","food"
"62128","","dg8AY-IJcK1z_k8lcQevcg","6f2imTsIysASgHh2t91OOQ","inside"
"181144","","nasmIi0JHPr-0zJwuEp8bw","C6twek3zMzrjgnA7VWgH7A","food"
"49143","Chicken beast grill","WjrgiwR_DsyTo20P8zDZxA","kiZl4fwzycsogX60drGY2w","food"
"171934","Belgian Chocolate Pancakes","jvxjNEwSYBJ0eE-cy-bOYA","GboHJSE9PcqcAc5V3veS-w","food"
"119652","Beautiful clean kitchen. Made fresh after you order.","OJE9AuCDwIA74BG6VVyPJw","sQ6DZZLLJRfwUr0eDWKDDg","inside"
"80796","Brussel sprouts","7mXXVDtR8MqsZKK4C3qnaQ","tEfmHuo_dNanyTaC5PyoOQ","food"
"97891","From the business owner, given permission to add to Yelp","Ctoi1EImi1JdMnOOVc3cgw","eJKnymd0BywNPrJw1IuXVw","drink"
"32191","Lamb Chops","AQDQ4RPB3dliKp8xHOOrsQ","A4zLP5AyKEEHQr_dWEZKig","food"
"6199","drinks and pre-packaged foods","f4B9_0Y_j9kU3vkpb_EbhA","CCVh8YKdN3c-WgqEbzya3A","drink"
"145415","Interior","dF6Jj8rx1ZUdzhwIPRAm5Q","BzerEVgnPcQPr0iFzIO8Aw","inside"
"156529","","hUu4lhqcLwYTjhmfT2xyxQ","9R2UXiCt1DgV8Yhm3WX2KA","food"
"181175","","BWGnTx4PzmMvEcBMnyPBaA","eE02dkQuSdlPu6OA83iLqg","food"
"139111","","nCG3EvxFgIclEPktzW4Rlg","R_fQGSUQv0L_fRiuua47dw","food"
"7788","","a4yUsj46XuRXNfARIptItg","UjmVsSLDD7GQRTcLkJ9mfg","food"
"51021","Bluefin toro.","MOphvaFbKHLmkh1-NbLHAA","e1UamnCdP9DdJRF6kOk80g","food"
"187563","Korean pulled pork tacos! With sesame soy glazed pulled pork, pickles Korean slaw and sriracha mayo!! ($5 from 9 pm to close daily!)","E8n9-D3MxWsTiuylUdmvNw","w1clLiXOo-yLhNjt5jDBCA","food"
"173602","","cng2_IFr7oT96VFDenlxZg","EsCpkEQo_3wFw5gP-Pz6GA","food"
"123498","The brekkie burrito- bursting with flavors, that chorizo is on point!","CrHQnnh3HogFNTncbYyaRw","0EgYXYjt2XJL4hlsKnzrcw","food"
"15763","","1TBDa5KlANfCpSJr2zwKJA","x-hm5s-hYAiebmoDdDYrYw","outside"
"159044","","iKr_6ZciV-oJAG2Bw8DVyQ","cfD9cKtsPGWuoB9QyvWjag","food"
"172878","View of the entrance from the parking lot.","qruU8Ev86uJQdQbx6wB6Qw","E4JyAzB5_2quptwtemyhYA","outside"
"185941","","rvCCPEOMjjKgYoAesaa0rg","HmTSLh3OeamaPyKUrr6L2Q","inside"
"470","Steamed Sesame Ginger Dumplings","c-XRLzU3je_SyRKBdVr05Q","wKvvX7nls576gHPyzKgZ3w","food"
"20825","","_xQe8nUBw97cvTqtTAfb4Q","66Y5ExfpgdEFIDqXSQeyiQ","food"
"147233","vegetable biryani","4gduwwxgryShT_od77a51w","ZPzTAMuJKVvrVUPF28WnIQ","food"
"190128","","cOcezKqIuaswqATisQlFWg","z2CVPfaG8C_rydUZCcsqbw","drink"
"184779","Poached Oysters","VSsgOnNQHOgsm9yTCgDI2Q","0q_BHpxbikVtPRRLRu-U0g","food"
"199970","","TQgfRIZ6qspKKk-3QEmXlA","5GoBfhIyEN-BMzVjO5QLeA","outside"
"106183","Mixed fruit snow ice","QnKUCpTz52EcamUMdlZJgQ","_4qndNOqaB-dDIPCI2MkCg","food"
"147129","","kb1MCX9LX3jWNEFJAVX7Rg","YuhAHVsstmDENWuZM30tMA","food"
"6932","What is this!? I thought I ordered sweet potatoes.","eBKNtqlgXPYXAgoaqGLyIQ","GJ_bXUPv672YwNg4TneJog","inside"
"18824","The bao trio!","uQqWDcg10wjVK2h8Gg5yUQ","HPLB1Tr8ZB5UkD-2umKPdA","food"
"56223","They can barely stand up...","0fJnhREZZSiytrmtbigBeQ","TKDL0wiztnEr_rMkX8ZomQ","inside"
"199827","","URUYzYXapsqVYc4VGFIsnQ","yGXKMV1omio1I_3qNLdtAA","food"
"16257","A PartnerShip Happy Hour!","t-mqvJ0JKqa0gn8lMsIsLw","_v7lMUtdd6WlgKUEBLA_VA","inside"
"175159","","CwYnknp1TiKQKxOBKuUWDA","xVtdfNY51JlTpXLGzQs5ag","food"
"152660","","zxk8vcS5lZeTM7aM9zamVA","T7MemoFgPy6iNk4456vKWw","inside"
"129208","","CFjExnHKxyuZApK-_MCevA","ATGZLAWudXt5hQXQ1AVGDQ","food"
"1941","Hot Mess","uWHOrhOsh_0hIKb3vjFYdw","RN0PTeMSF_eaeXN6VV7RwA","food"
"5899","","zUS9-3AuG1-Y8E06tcSK4g","rROHsa0BQsKjxNnfYjBF9g","food"
"128261","","AYhmCdY4qhZNOBn14wr8zw","apMG3W6-qpHIuo4ApZy3IA","inside"
"138645","","8RhVzOEnKuz1q8W9jRHO5A","fIBrbhvU9T2PZuch_wBK_g","food"
"113140","The service is so bad that on a Saturday the place is largely empty.","iBxqNLKxpEtcHSEsEu0Rpw","_NGl3cWjlAdbyDIGWPJwkg","inside"
"154292","menu","GOnAKk45xvAvY4vQzHjjmg","2Cmpz9lgr-wfOLAwgUf79g","menu"
"183549","","so5UaDF7djzR9yO91G4eog","8xFL4SfbL_GnMPRFEhQEBA","inside"
"2290","","czsviUfChPtKOG4oW8JeKQ","nEAoUNf1HrXAWidrwocozg","inside"
"25412","","sU8iR-ZfJXJXqpUgWwfhXg","l2VC3UR7XnIwJwfIj1OPJg","food"
"47790","It goes a little something like","9wcM1KPtiAdrLuYte5kGaw","K7lWdNUhCbcnEvI0NhGewg","food"
"39994","mushrooms with Brussels sprouts and lotus root","vXMunnyxFKyF-9XGY6FLjg","dm6sO_Y8JdKTE1ZM955yug","food"
"142623","","6dY0mdAfotUFkngw7QwAAA","zw4Legbcu018p5WcZ74iWA","inside"
"117695","Instagram @docsabrina","QL39CBPxdzdgJyJOsMCXRQ","ZG8PZgaMKhdJUpNxkc9Diw","food"
"97699","","HpevL3eTRXDp7A2Em7qfiw","H__ZNR22bKUdYTDYKbho5g","inside"
"181202","","e6nd9ng-ArHyDqvvJEZVdw","W1Vn2G1disKO52jHARIZMA","food"
"119297","","Zy7neiNX9VhXg62RUrhvMQ","kG_EB5RAsSA3f9HJikI1rw","drink"
"80679","Where the magic happens","qcYd5otg3Zzo11n6vBXyKg","n_UlhRNcv9dm04NbUNBrFQ","inside"
"146159","Coca-Cola and a water.","Pog5fepuMT8VA82HzHNUsw","klsBtNP-vlO3QlfPbAtTzQ","drink"
"75465","Strawberry Lemonade","G97CcKeUI8szMfhcZGC4bA","56Ll9rqG2WxXj4X2pmlkHQ","food"
"4322","","KaeYAmNmYhWmbafDvyty_A","gstmQyich5ToZPBNhSthmw","food"
"54437","The Twenty-Eight with Onion Rings","wjHkPUfwGULLEPZcN5EguA","W58uyISpQh7zWcG0edEIag","food"
"187098","Royal Pizza","eBKOGqJAwGEhJkhmCuovpA","0-cZ9XfpC3vsLotOJ6Nxfg","food"
"120440","","I9Qd7s5kYKMbH-Q9Kh3EAw","JPfi__QJAaRzmfh5aOyFEw","food"
"30919","Lobby and service line","_bw-TJbnpHT-2nXKd3FuZg","0PFf3RKtDQyHnrdcPo8zMQ","inside"
"150573","$15 glass of Rose & the King Mule","XnwO0Kra-eNv1uX_XQCRjg","OETh78qcgDltvHULowwhJg","drink"
"96156","","kCYRUN8wwKEzAwkhPASR2w","NBtUS6ihgRMbrk0s8g3RUw","food"
"28464","","ISQChFw3w9EP-uNC0Yksrw","ye0-f9tgMC2UFyraGcJWLQ","inside"
"64308","Interior","g3XULHCoxlin71A80kmTAA","SxvKjtbq5qRlFoXrU8Bo9Q","inside"
"121985","Ichigo","bQWLAgcHvmMqf2qz9P4uHA","umXvdus9LbC6oxtLdXelFQ","food"
"138425","","3JZ-t2NJQebUKNIhK29LIA","R4i5FshghtTnTZC8EEbjHQ","food"
"190680","","jsE98bgmyMF5aWI_3A08lA","_dcX-gXs3VxTBmURWdnTOw","inside"
"4930","","9aNaNsyoBkAoru-x9MGKZQ","KalAJyO0Zpg3K1wVwYXBHA","inside"
"127291","","LdTMZ3FB2CTlx45507lvxg","r1yhavKIFik5sH0ovujlYw","inside"
"128960","","cdR0xFQAtPBOHeOxU9fmpw","aqwn3jdQLCWnb59gHK4nAw","food"
"159447","","rY8TlzpojF9uSOJvrGH9-Q","s2CMSuSwQNXirGViihGsTw","inside"
"79361","Lorrie's Lasagna","S4kz3mIOf-tn9d6joI0sWA","eZAbJKjEt-siFM8em1l9mQ","food"
"26806","On tap...","Iysct2OjNgqMH8cPz3K1SQ","q5viyMO6EtJMmmarb4YmIA","inside"
"131569","","xnAzu2o1uHLs_CQSKlx2bw","rbcfYmJtqwIkk17IeOI5Kw","drink"
"19327","Cookie 'n' Cream Macaron","tXZhEBe_kXwb9TbvhL9DEQ","v2xh5qtrlRJSU3OnixJH2g","food"
"161793","Bento box and salmon bowl","me2W8ICMHkO6kkNJ_gZfMg","mlOFd0pHDcav5hcnbKJiXQ","food"
"127167","Interior","zh_CJKKJyf0XQLjzRdESeg","6f2imTsIysASgHh2t91OOQ","inside"
"118297","","g5EOFtPaGPabLVOvdRSAOw","FsnwQwatA43aeGhJlxQ_Kg","inside"
"163994","","Ma-uVw9z9JNpqq1mWIpirg","BbEQh0_n2sCl26KDG_Y9qQ","inside"
"106299","","k7uZagx1bDbRB8pkhP_VUg","M4fo-IUqa88ZCv9yPrxvgA","outside"
"86480","Hummus con carne","tPDjaIrYrMSUYluPoFrfNQ","ckke8MRDHVLJdNa0quxOEg","food"
"71745","","KIjg1NaEPQEJXw2pyp-iEw","gc_GGat7TgNCmrgc4nVOgw","inside"
"51136","Dining Room","FRDkkwbCoqBDAxtnj3Mp3Q","0a2O150ytxrDjDzXNfRWkA","inside"
"140747","","6Bje5QM00U9iK8RehbWQiA","-ZAvq52-ymkcB8751Ceo8Q","food"
"36988","","iwCoWgUeBfnvmfctCobz1A","1zsM7weLS8fNHomDAqCh4Q","inside"
"52448","","dJFJeO6UCmi6iueb9W9BVw","_-WucYJEk7fSWPrcS9kiSg","food"
"111792","","v6_XJcGqfR1xEe9-s7h9OA","rhT_1TbKu_gsFL-WCUUujQ","food"
"126891","","Fs7_HzwzdRBWIwB1U5sK1A","v0byOL8VL6v6muGa1anxFA","food"
"160576","eggs benedict with boar speck + fruit","CAYPvsGqWU8ZOrvEcWQh7g","iAhAnPxgKb6fzxrEcoHtlw","food"
"124915","","MKo_zPovR2f2rxKp46Uw3Q","MqYYYNA-ZYvV-1w5qcmMoA","menu"
"126335","Uni Ikura hand roll & uni unagi hand roll","vbBlY2kXv7oUar1Sb8qS4w","ux0mn7v7fd6cTO-v4b3wig","food"
"61274","Shoutout to John M. Great Customer Service. He's the Man! Great Drinks and Great Food. Will be back!!!!!","nkea_9YUrkM5t8hUMcLlSQ","fAlKTsfsUF6A5iujEI2Z1w","inside"
"193936","","tM2qd5YpeJ9HPeaUTyB_GA","tWasMHaS6ZD-xRhevpoqkw","food"
"53392","Taste so good..","FEOb0pVDZdyJodElkf_O4g","NSGFzlDGs71v43Y7a1XH0A","food"
"87770","","xnJt2CvGxRXL8ZvzYQoA2g","5By2_wEFEzCO1-34AdJxGg","menu"
"168364","","50gjvd6g_rysBhyXLHtZ6w","plWuv4gda7m0KlqCNhrb4w","inside"
"92935","","4vTL1pb5UmuKv5-fIEJpfw","__fMLrmv9M1_W4kBvR2VnQ","food"
"160013","","mD5jRmfcCa_wXsnNsAPJpg","yWUBX9Pe6pzh1PjVj04UmQ","inside"
"180872","","Rj2zdwsqO-mwQ0I24EqgcQ","xI7GN5nujGjlYF9lAMtC1A","food"
"142767","Paris Brest","K6ihapm8tEEzNDGSLTgfWA","Hn-bPW6z63BjA4XBAFsVgw","food"
"2671","the meaty","sGCLfMTyTU9wUuc0hjfZ1w","YNDxeeRUARbd8GRnscJSvg","food"
"118423","Sign","TdLFbiBHthZWt-RcMil2rA","yTqAa2q68d2dsPiVjvh0Kw","outside"
"54751","","XbsJpTpgKcV8NWp694TVZg","knJh7agyWMdPyndI9dURjw","inside"
"27918","","I0CXfsHBFtAp63tGaBT3rQ","tcclqqE4T8XbgS-02vsl6A","outside"
"196422","","iP3Jta4Qo_s8VC_rfp-CJw","DrCk0XKa1U5xeci8a7YFpg","food"
"98925","","D6tKd9iRHjJl-FTZ13Im1A","yP8jTCU6L9T1ZseLvcskYg","inside"
"177267","","J8pyxra6L6gT_gaeUJlNPg","lxunwc4AHLJ_MaDVRlUyEw","food"
"188077","","bLmrZFV6hn6paAzRSn7csA","77h11eWv6HKJAgojLx8G4w","inside"
"35381","Lunch at the bar!","RYNLuUgKa2gsBV2SB1D0cg","IkLAUX7lZIWqE9_YC66SRw","inside"
"47436","Meat and cheese... After we took a few bites already :)","ai3JhQbotPZd8kquIkuKOA","zFI3KgNgBxVVZIjICzMMoA","food"
"141758","Moo Shu Pork","-9wzgzug3EvyMxvwYltq_A","2lUp2T09MltaVT5awHRElA","food"
"76767","This is the place!!","a_fzmPqMmHLuEI_VSdlI3w","MRI6I81UareELgskZbnTlg","outside"
"99505","","Xz-0QBciJJfneFo9d-84Ig","9vkVY5puIHRfKMgJB4LBnw","food"
"49262","Hippie salad and iced vanilla latte.","13WMnIkSFC-1WJvqt5TeJg","vx2T3IspTj6Opxjn95xWRA","food"
"198107","","p38wKABrRL_JbP-9fUN6dg","-H1YgsXYBjH-va7cLIqXxg","food"
"59345","Best ribs in Charlotte!","lIMXmDlA0N483wPdMAFPDA","f316rUVOmOM2VidXN2KAvg","food"
"19321","Chocolate maki: dark chocolate mousse, chocolate pistachio crepe, pistachio cream","z4zWD4S_Y_4nTU69TixcBQ","VBhPgceaKWOXT71d3Jp38w","food"
"183184","","nsE72d7YWf_l9z-QEcqf6w","ovEkkMjdJJSq0zckbFTIQQ","inside"
"174625","","27mNjMd1ij0E-pd3QYuZBg","m-KkjBgtiRhtXA10_jwh2Q","food"
"122289","","ft0PsaT7GpRDYU7ZCrvwEg","QBDwbEEc9uEnn7dzVZu60Q","food"
"144100","","spIzR4jEMO6NsMHYR9pZug","UPjwhZ3ywrkkhcZH1gbwHA","inside"
"165276","Shawarma combo","-iCdT0PDS_NKwGgAWDbygQ","8K5fQnv3YZIIhERyU82UBg","food"
"23115","","sBaPXOy4jyFrWXfI4Hrb_Q","GWm6Da7qib16APWNXcvmSw","food"
"146002","","KSb_mMeyHwr-IJjf6-2NyQ","3kdSl5mo9dWC4clrQjEDGg","outside"
"33488","Cinnamon Pecan Roll - hemisected","2UuKXSUpM0J9ZdGzJ0YRdA","8SWZLawwzqwzbXpGQS7gBw","food"
"199843","","uhGn6mu2sq9repW2YO7FBw","hwfbW1NHjANsuSkR7wJq8w","food"
"84603","The Big O' Sage Fried Chicken & Waffle Tower","IWFMgLnDxvIFcGAbe04qDA","f4x1YBxkLrZg652xt2KR5g","food"
"46093","","gfbpXKiEqXWwC4zLyloHJw","ZkGDCVKSdf8m76cnnalL-A","inside"
"156624","McDonald's Double Cheeseburger Extra Value Meal","IQubBBBDm8ijLIiGS0LBPA","628e-765wk51Q0diAuLbuQ","food"
"104273","","XPmWyJbphmvXN_ANA4unkQ","mlOFd0pHDcav5hcnbKJiXQ","inside"
"103956","Double Cheeseburger","_6S0lcXb5oBxf7vT-vCuDA","nvejkkZmlngHjDeNWHAcYw","food"
"18510","","2BGSi4ZCt62T4bWculClkw","k6zmSLmYAquCpJGKNnTgSQ","food"
"61865","The waiter is so busy, long wait time for ordering","sGY3MXQuujOAMOIoZ6m5Sg","4OUGSeQeASZGn9nSb8Ialg","inside"
"40615","Greek fries !","XjtMeWsPwFirC5M2j71gaQ","MhiBpIBNTCAm1Xd3WzRzjQ","food"
"60009","Storefront photo","RwgOp_V82JRjHwbUgjBhog","i7PG3pFaBLy9MHM_RYzKAw","outside"
"32987","","XejXzI6WlIQZ4uHf-OsLwA","kIW8IeTV3W1tS_q_WAU4wQ","inside"
"153588","Lounge entrance...","MEDo2lyviWmcOzT299CVoA","XXW_OFaYQkkGOGniujZFHg","inside"
"133998","McDonald's All Day Breakfast Sandwiches","ZXQCfZCkpZh7bxjWcDVJsg","Kb43diOoBV4l77bxpn2k3Q","food"
"2511","","x9O1M5dvZ4bDMe8oroMPrg","RI-dk_hgC_jDMNBKWAy-ww","outside"
"78466","","jOkF-61xnsbjKr_ULVykOw","2weQS-RnoOBhb1KsHKyoSQ","inside"
"20392","Your search has ended! This is a latino club gay club. Backdoor has closed!","nzYJrgRAIDxPGesGCcAyJQ","zzOo9n22fBbKAhbSpMzggA","inside"
"125972","Menu (back)","M5SA_oj6hzpoiFqOb0Y_Ww","e3PBfbtXUjMziX6XGsOMoA","menu"
"32738","Sign","IqJgZpn2NfJ4zyL0tFf8Kg","0FUtlsQrJI7LhqDPxLumEw","outside"
"36041","","cny4zB6zm26yzXHSAieCrQ","dCCMinVIJodrMAB1bbh3DA","inside"
"114950","","nBiFJfwTlqhvcWoJa1prnw","WJsDppnOQnP-GlvHmFNHag","inside"
"50568","","qz7wu6ESP5PaqzWHzAH2UA","-6tvduBzjLI1ISfs3F_qTg","outside"
"175332","","WHhQaJo2tDCVbtvvhS_-TQ","xfQZKfbrn86O1PhmC_NXjQ","food"
"19322","Crispy Tofu: scallions, cashews, lemongrass sauce","KYG07geSWqHuqSTkqGWg-A","VBhPgceaKWOXT71d3Jp38w","food"
"177353","","oHZLNAWDMJ5EOhUT6NBWkQ","_glMJT-AR1vNt-eatEdyeA","food"
"83557","Small bar","-91ixqJQCuW-f0_sdsZrsQ","RKVYQ00LvK0_FO6Ll7lvOg","inside"
"117325","Puchkas","JCCCKVu4NprXfWCN4difvA","xxwStH5gjCPwvomuEHlKzA","food"
"132536","TLT WITH KALE SALAD!!!","VaOiLR3gY1jY4WhGg8uwTw","VLDFjeqpUgWhnVuB_8GuEg","food"
"65330","","qeVkso4CMBiVUDLWF4gPhQ","5UNKDcEJC1FziV7uBczzfA","food"
"28350","","04Q3Qmhj7z2NXnTHsII6XQ","XJN3OhXLBDa8zAqdi21FFQ","food"
"36113","","k-tJYlu1p4P9PrO4PLIOzQ","6P4ZzCdd_YQqncnQv1jplQ","food"
"10658","Cover Girls - Las Vegas Strip Club","DSZ-FBW5MY1YKYtOL2wzMw","lbkBZdMyXUQvu5brt-HiVA","outside"
"133444","Hawaiian bbq Meat Jun","A8k48fpmN0djIgw9IzaZsw","PYoGpgAUDgT6OMxD_fe79g","food"
"58751","Great band playing. Definitely a hot spot","JZRaETEEgh77-add8VUzvQ","TK4nUh28mp1rJAgA3hQCUQ","inside"
"132500","","315MXuo8bP2eZzPzY6K1KQ","jhdc_gDWwMbJe5TAf2iIjg","inside"
"47080","","u_uBNofLkw-semLv7toGFA","_y1Et7f4NE6D1P1GzphlIw","food"
"184020","Moroccan octopus","uATnmHI3EemWr9ORVs7qrA","dm2qhNgxjKGE9GvcfSPD2Q","food"
"148582","","cGuZ7BJOLerh-HflsahAJQ","5rb2tq_AhxQuRYu_bh464g","inside"
"147308","Braised octopus - not very fresh","VDLPCAmoIe--yosfTvPcMA","O66Zy8Y13VBm72ZDhS4fIg","food"
"23184","","5xfAZWKx26OPmq3k_a82wQ","f9sU31meK0bqAD7922sCog","food"
"117846","","4jO3_ji-ozkTe9VhPRyD5Q","9MPLntyNzhdUXpGT-h0HUw","food"
"183532","","dnweiwO0IOxBI5VYeliL4w","7R6JSHz-7jc9CzhPKdOE4Q","food"
"160638","","o5UYdtpsrJljBzEwW1GfvQ","qhQS3KPJs9cya6tcQCEk2A","inside"
"15354","","DZRBWxjbSGYkDURHsr4U8w","sbFf2Z6YJOiGvRasNzTGuw","food"
"123423","","3whpROghydeWehmKeQb8wA","xceERetY6Q9Pu_BQ32xpeA","inside"
"6255","Set for a grand wedding reception","dnulnpHbiXZS65irrBaxUQ","tY8iEZkq0ZloRgvHgpYHtQ","inside"
"152435","Burrata plate","0Z-06q-vdVHeh4W34_1zlw","nfDPXxOOVAU6OpI9sl3Flw","food"
"106327","salmon and watercress pesto wellington $24","lBy6hXN8EmBdWARQcGkZ5w","qaNt4vtVdge_S68DVjw5Jg","food"
"159334","","cJ7ceMUw6TBgF7b0Ei3jOQ","oRbrnRAXGQetQDbkDhJp8w","drink"
"130957","12/20/2017: Don't let the location fool ya!  The Lao food here is legit!","zQhOmmofNOyqVzhR46VugQ","qQXc9D6PV1Y8RhIBZpj-Jg","food"
"3963","","6b6CrtjYOWZ1Iqnt8ss0Tw","YhCAJ8acd1X7GkCHPhD8Xw","outside"
"86742","","BWGHazAsZD3aggWQPxKWnw","RoJ9SBgzyNYlJliyG6YIew","food"
"162760","Counter","VeuzDRwBsE37R9PBhKP5mw","aHFkZDm8g27zpzydNE8OMg","inside"
"183234","","oaNuRn3u0Vnqx2tmrhUBkg","igHYkXZMLAc9UdV5VnR_AA","outside"
"93961","","TBkPb0ln5yCy0Bxh0G3H9A","8796vXaydw2aY_zER0n9uA","drink"
"34690","","jUSTZPxkbqKHiCXkaomV4A","j_prxgHnMvuRdrGjAI9qXQ","food"
"98724","","wmvkeP8AlqvqBPMkrvzSiA","lGa9vwlh3UiACnMQr3sU-Q","food"
"189019","November Promotion 2018","OSh0cIlLXFpjVgr8SSJN2A","j7nrPN8fuIrRXnZZvT-i1g","food"
"21202","","_E2-4u2W0mGAWm59q5-C3A","OK0ba4X5seibH8oMWh4bhw","food"
"135029","McDonald's Double Cheeseburger Extra Value Meal","HBm1kJ1IDw1OPvmyXipvsA","9YiIVnH_QokhOCqho28CPg","food"
"123953","","vefw1njEF6KZoRjh4SqdMg","j4C0NelU_RzYMz0jXS-lMg","food"
"148000","","Yq7YYS9HjjbEPfumDnc8QQ","TMn3xLDiI9_y-AgTYb1gSA","food"
"18441","The shakerato (espresso & simple syrup, shaken with ice and drained into a chilled glass)","qigAezUQxXE9UDOEUDwOZQ","ybHlmdUHLPKfv85bRK4Wtw","drink"
"3422","","KZlAIfAfzWqMqs9xLYWI1g","ynYEgNimJOyb8dvyr9x0sA","inside"
"4687","","RUGdtaugSGRrHVHq6l5OzQ","oaqbLDW3wNqkynlnp4mvlw","food"
"64284","OHSO Burger and Asparagus. Nice!","UymEYfhYemywzmOY6ZpAVQ","mnwRtuVQEsIUomBchu0gwg","food"
"151411","","5477PjwZ8_E0RN9rOjHn3Q","mCeGAUOHDQ8EDBPPt-ADTw","food"
"31461","Cast Iron Short Ribs","H5oSFbZTzRtzibm68PYuUg","MTCyh5VqkKp1LIvfeI-TTg","food"
"168248","","BNoJNv1Iz-Tf24_aOqc2Rw","t7YEHbN6NiuS1oBlD-R6ag","outside"
"135785","McDonald's Double Cheeseburger Extra Value Meal","XWUYbO0uiv7jSVs40SRznQ","oqVcCVbwjcA1LXzGfR2z9w","food"
"127136","","Sk6NzjB-GTW6D4SSTiBqUw","XmLh2lAVaX1XseJ09TNpOQ","inside"
"53008","Flat white Friday!!","iDrycYMNUnRpddXiG8lOhw","tf4FoM-A_I469qTUbLZs5Q","drink"
"16284","","tlK48rrWUoHG17cygNIR8w","pQ0PPUxX3-aw2GnWVjYQxw","food"
"89121","","6kBx8oJcJ6w54rBEAGbYCw","o6UJLrSQGZzUSsfCxVQryA","inside"
"163254","","-JpJUk4ytTgVigwsW4d7Ag","S-egzF2c7bRpCUNbZqV8dg","food"
"15376","Rye Corn Bread","b7fAbkJ0XPFFT03q-XycUA","XR3B1OS2p9tCaRIK-LtULg","food"
"195828","","CmFB2FofH5g0IxXrp7Qg6w","J1gvlBxU7_YqgYDHTQIgbA","food"
"107687","Lap cheong (chinese sausage) waffle + vanilla   salty & sweet  hot & cold","dJIFtjR63Piq9M9jrGdGSg","ORqZyyZafJyZcgTGNrJ_oA","food"
"61126","","bbpsu_BTYGgcYQZ1FezxYQ","I0f12eU-xFn6Kd_4H57jrQ","food"
"35712","","2IyzH8S-opGODaza5zqG6w","VsewHMsfj1Mgsl2i_hio7w","food"
"151006","","3BvIV2_Dm2PklXwmz761AQ","Cra7jGcAh_McPTHpm9YlTQ","food"
"178633","beef nachos","SAzsizGQoMP4J4fzINBuAA","DrbY96jCL1UqV0Eq2YkN6g","food"
"174145","","AclcpInhAZeia0hmqltnug","qA2v6ZExyry9RC9u5tJT2g","outside"
"135504","McDonald's Double Cheeseburger Extra Value Meal","7BFcIPJBZUJDR7jJOHroMQ","m8sKolCBYLC7vFIWop7HKA","food"
"12813","","4LN-VhwhxSAGPMLTTKk5lg","DuZ5aPOFCiS8vRbjSOB98Q","inside"
"147725","Flame on.","nDNSPk1uk6omrUGihFNncQ","ynmTXY9yJDiNkO4HUmxRSQ","inside"
"186025","","LzX96mYxuposSHWs_k-gPw","ZiH3Rfzacv3DoC9pwXZTpA","outside"
"22207","Tempura Ice cream with Banana and stawberry sauce","RmuiLH4e4vjbPG7BzoKWzQ","qqKenRVi95OsoOvc8xJyfg","food"
"196375","Entrance","eXQdjzM53cxvvxpQamZXoQ","AjWFFZN8KwyqJzzi0DyEsw","outside"
"48501","Crab meat ravioli","tkErW92W436yewRyaIbpzg","ILkKShv37-S1xiM3KDswFg","food"
"119960","Fried chicken with spicy sauce.","frJK7NcTbV_lzn_NhPhHew","uh9NhQhOs6a0w3Vhk0xyvg","food"
"168393","Ready to serve.","HBQpzVnZnBpjOGFhaRSrQQ","4Tg0FVW0QGko7RFu5obkIA","outside"
"56264","Their Creole Beef Briskit Balls and Mac n Cheese Samosas","xRWywIm3Je3Sfcj6Jj-x5w","tOPqk68NwU7I_YcTM11eaA","food"
"137923","","xCINejFwYy_AAV8WG-VfBQ","l_GV0hgEoTUf70uJVT0_hg","food"
"124755","","ByG0ytttQri3xiwTLOA4Qg","BmPyJ8qbussUhCu4TxiKHg","inside"
"20409","Vegan. Old fashioned burger, fries and shake.","0UrQVGdYBPMlbItec6GGvA","f_eiOrEcMnkHB7GvQVOHkQ","food"
"189047","","TBMi5i8C0MA-x7Sp6tkgdw","syBbYNE5-rWDMOs-MkFRQw","drink"
"164026","","2lpuPhJTTsbY-PNBf6tQLQ","We16v_WgJei5cedG50OLTQ","food"
"194766","","XOrzfVh-gfO7UuFBspGsiA","l41wGszBMiKliQ8F6syUKw","food"
"77233","","y6XbM0Um1RHpgD3lfuSHmw","plWuv4gda7m0KlqCNhrb4w","inside"
"26090","MTO","9MbzDJXt6II5Fl2_cDjTNw","ItqPtxnayraXSlBS0EMOgg","inside"
"142919","""Chipotle BBQ Chicken Pizza"" @ Sharky's Woodfired Mexican Grill - 2/24/18","ekSZZPr5-eMgeunddxIdww","FMo1PJTUV5OpyiZlnTM1Rg","food"
"11326","may 2012 tasting menu","jsCaCZFDMNGP4pKktNOhIA","mUdalYTuAtnZm2K9zoH27Q","food"
"131617","","DG0SWqJI9HaXpJxFOXDxmA","-U7tvCtaraTQ9b0zBhpBMA","inside"
"189158","Cashier station","H4TIS8X-yh034o_lRLIGGw","WfgupKdYx1h0mKBmOmNQ3g","inside"
"39210","","FZBRRL8VETA4BVeXJNqO0Q","go7g1fwoeg4a8JATkGzW0w","outside"
"4514","","8j5at-yEUjm45A89b7RO-A","QBN_TcWQ1mZrzekFM4p0LA","inside"
"33978","Didn't see any one eating any of their sandwiches.","2gNz4e3FF1AUZRbD5lTeEw","rGCDSZczGBSdLN9wiz0iXw","inside"
"71648","","RoihO6-MhgJICEPxSv3yqw","a3APDveO8DSEIp7o1f24hw","inside"
